time,Hs
2023-09-21T00:00:00Z,0.7769541600000001
2023-09-21T03:00:00Z,1.0137428000000002
2023-09-21T06:00:00Z,1.04827558
2023-09-21T09:00:00Z,0.97607754
2023-09-21T12:00:00Z,0.9533683800000001
2023-09-21T15:00:00Z,1.0473932000000001
2023-09-21T18:00:00Z,1.2736623
2023-09-21T21:00:00Z,1.503863
2023-09-22T00:00:00Z,1.9160579
2023-09-22T03:00:00Z,2.4819307999999998
2023-09-22T06:00:00Z,2.7857538
2023-09-22T09:00:00Z,2.9129595999999998
2023-09-22T12:00:00Z,2.9149057999999997
2023-09-22T15:00:00Z,2.8482616
2023-09-22T18:00:00Z,2.6995194
2023-09-22T21:00:00Z,2.4746216
2023-09-23T00:00:00Z,2.2742194
2023-09-23T03:00:00Z,2.1180685
2023-09-23T06:00:00Z,2.070537
2023-09-23T09:00:00Z,2.4076307000000003
2023-09-23T12:00:00Z,3.1362153
2023-09-23T15:00:00Z,3.2785516
2023-09-23T18:00:00Z,3.115493
2023-09-23T21:00:00Z,2.9686447000000005
2023-09-24T00:00:00Z,2.9272707000000002
2023-09-24T03:00:00Z,2.9405697
2023-09-24T06:00:00Z,2.9251525999999997
2023-09-24T09:00:00Z,2.9019626
2023-09-24T12:00:00Z,3.2979858
2023-09-24T15:00:00Z,3.6086859999999996
2023-09-24T18:00:00Z,3.6915813
2023-09-24T21:00:00Z,3.9510313000000004
2023-09-25T00:00:00Z,4.4148636
2023-09-25T03:00:00Z,4.658066
2023-09-25T06:00:00Z,4.6373384
2023-09-25T09:00:00Z,4.584232
2023-09-25T12:00:00Z,4.5730246
2023-09-25T15:00:00Z,4.599385
2023-09-25T18:00:00Z,4.583886
2023-09-25T21:00:00Z,4.66303
2023-09-26T00:00:00Z,4.757607699999999
2023-09-26T03:00:00Z,4.3063355
2023-09-26T06:00:00Z,3.9406512000000005
2023-09-26T09:00:00Z,3.668799
2023-09-26T12:00:00Z,3.4255288000000004
2023-09-26T15:00:00Z,3.2133105000000004
2023-09-26T18:00:00Z,2.9886445999999998
2023-09-26T21:00:00Z,2.8330656000000003
2023-09-27T00:00:00Z,2.7980438000000003
2023-09-27T03:00:00Z,3.0299192
2023-09-27T06:00:00Z,3.6244622
2023-09-27T09:00:00Z,4.8864525
2023-09-27T12:00:00Z,6.5660966
2023-09-27T15:00:00Z,7.30872
2023-09-27T18:00:00Z,7.1875545999999995
2023-09-27T21:00:00Z,6.1558297
2023-09-28T00:00:00Z,4.9188955
2023-09-28T03:00:00Z,4.1154168
2023-09-28T06:00:00Z,3.7096084000000005
2023-09-28T09:00:00Z,3.5792058000000004
2023-09-28T12:00:00Z,3.4973061999999997
2023-09-28T15:00:00Z,3.2841645
2023-09-28T18:00:00Z,2.9708422
2023-09-28T21:00:00Z,2.8644895999999997
2023-09-29T00:00:00Z,2.9400056
2023-09-29T03:00:00Z,3.0969327
2023-09-29T06:00:00Z,3.172009
2023-09-29T09:00:00Z,3.1148746000000003
2023-09-29T12:00:00Z,2.9838107000000003
2023-09-29T15:00:00Z,2.8317775999999997
2023-09-29T18:00:00Z,2.6814316
2023-09-29T21:00:00Z,2.5414833000000003
2023-09-30T00:00:00Z,2.4409593000000003
2023-09-30T03:00:00Z,2.3880449
2023-09-30T06:00:00Z,2.522503
2023-09-30T09:00:00Z,3.0288190999999998
2023-09-30T12:00:00Z,3.5641745
2023-09-30T15:00:00Z,3.52069
2023-09-30T18:00:00Z,3.2043353000000003
2023-09-30T21:00:00Z,2.9120464999999998
2023-10-01T00:00:00Z,2.7371498
2023-10-01T03:00:00Z,2.586886
2023-10-01T06:00:00Z,2.4182144
2023-10-01T09:00:00Z,2.2960831
2023-10-01T12:00:00Z,2.2175171000000002
2023-10-01T15:00:00Z,2.2032882000000003
2023-10-01T18:00:00Z,2.2377284
2023-10-01T21:00:00Z,2.2974319000000003
2023-10-02T00:00:00Z,2.3828198
2023-10-02T03:00:00Z,2.4808662000000004
2023-10-02T06:00:00Z,2.6113207999999997
2023-10-02T09:00:00Z,2.7452674000000004
2023-10-02T12:00:00Z,2.8532475
2023-10-02T15:00:00Z,2.9273407999999996
2023-10-02T18:00:00Z,2.9357610000000003
2023-10-02T21:00:00Z,2.9270110000000003
2023-10-03T00:00:00Z,2.9663747000000003
2023-10-03T03:00:00Z,3.0568023
2023-10-03T06:00:00Z,3.1534584
2023-10-03T09:00:00Z,3.2128695
2023-10-03T12:00:00Z,3.1117244
2023-10-03T15:00:00Z,2.9632500000000004
2023-10-03T18:00:00Z,2.8225607999999998
2023-10-03T21:00:00Z,2.7291942000000002
2023-10-04T00:00:00Z,2.6828108000000004
