Date,Wave Perid,Sig Wave Height,Max Wave Period,Max Wave Height,Mean Wave Dir
23/09/2023 14:00:00,3.164,0.938,3.516,1.406,179
23/09/2023 15:00:00,3.398,1.055,3.633,1.563,179
23/09/2023 16:00:00,3.633,1.289,3.984,1.875,166
23/09/2023 17:00:00,4.102,1.641,4.922,2.188,173
23/09/2023 19:00:00,4.922,2.109,5.859,3.281,170
23/09/2023 20:00:00,5.508,2.578,7.148,4.063,172
23/09/2023 21:00:00,5.625,2.695,7.031,4.844,167
23/09/2023 22:00:00,5.859,3.047,7.500,5.469,167
23/09/2023 23:00:00,5.859,3.398,6.563,5.156,167
24/09/2023 00:00:00,5.742,3.164,7.969,4.531,170
24/09/2023 01:00:00,5.742,3.047,7.148,4.844,174
24/09/2023 02:00:00,5.391,2.813,6.563,4.688,170
24/09/2023 03:00:00,5.039,2.344,7.148,4.063,176
24/09/2023 04:00:00,5.039,2.344,6.563,4.375,177
24/09/2023 05:00:00,5.156,2.109,6.211,3.594,176
24/09/2023 06:00:00,4.805,1.758,7.266,3.125,172
24/09/2023 07:00:00,5.508,1.875,7.617,2.500,167
24/09/2023 08:00:00,4.922,1.641,5.859,2.656,167
24/09/2023 09:00:00,5.039,1.523,8.320,2.500,165
24/09/2023 10:00:00,5.039,1.758,5.039,2.344,166
24/09/2023 11:00:00,4.922,1.875,5.977,2.656,170
24/09/2023 12:00:00,5.039,2.227,6.211,3.281,172
24/09/2023 13:00:00,5.273,2.813,5.977,3.750,174
24/09/2023 14:00:00,5.508,3.164,6.563,4.375,176
24/09/2023 15:00:00,5.508,3.047,7.148,5.156,174
24/09/2023 16:00:00,5.859,3.398,6.563,5.156,174
24/09/2023 17:00:00,6.094,3.750,7.031,5.000,169
24/09/2023 19:00:00,6.445,4.219,8.203,6.719,176
24/09/2023 20:00:00,6.680,3.984,8.789,6.250,176
24/09/2023 21:00:00,6.797,3.281,9.258,6.094,179
24/09/2023 22:00:00,6.445,2.930,7.617,5.313,176
24/09/2023 23:00:00,6.328,2.578,7.031,6.094,174
25/09/2023 00:00:00,5.977,2.461,7.031,3.750,172
25/09/2023 01:00:00,5.859,2.578,7.852,3.906,176
25/09/2023 02:00:00,5.391,2.344,6.797,3.906,177
25/09/2023 03:00:00,5.039,2.227,5.508,4.063,177
25/09/2023 04:00:00,5.156,2.344,7.266,4.063,177
25/09/2023 05:00:00,4.922,2.344,7.148,3.906,180
25/09/2023 06:00:00,5.156,2.461,6.563,3.125,179
25/09/2023 07:00:00,5.039,2.344,6.445,3.906,183
25/09/2023 08:00:00,5.156,2.109,7.500,3.438,179
25/09/2023 09:00:00,5.273,2.109,5.977,3.594,180
25/09/2023 10:00:00,5.273,1.992,6.797,3.281,176
25/09/2023 11:00:00,5.039,1.758,5.977,3.125,174
25/09/2023 12:00:00,5.156,1.758,5.508,2.656,176
25/09/2023 13:00:00,5.156,1.641,5.859,2.656,172
25/09/2023 14:00:00,5.039,1.641,6.914,2.969,173
25/09/2023 15:00:00,4.805,1.875,5.039,2.969,177
25/09/2023 16:00:00,4.570,1.875,5.859,3.125,177
25/09/2023 17:00:00,4.570,1.875,6.094,3.281,179
25/09/2023 18:00:00,4.453,1.875,5.156,3.281,177
25/09/2023 19:00:00,4.453,1.758,5.039,2.500,180
25/09/2023 20:00:00,4.570,1.758,5.508,2.656,179
25/09/2023 21:00:00,4.570,1.641,5.859,2.813,177
25/09/2023 22:00:00,4.922,1.641,6.328,2.500,173
25/09/2023 23:00:00,5.273,1.758,6.094,2.969,173
26/09/2023 00:00:00,5.391,1.875,6.094,2.813,180
26/09/2023 01:00:00,5.391,1.758,5.742,3.125,181
26/09/2023 02:00:00,5.391,2.109,6.328,3.281,172
26/09/2023 03:00:00,5.156,2.344,6.211,3.438,174
26/09/2023 04:00:00,5.039,2.578,6.094,3.906,173
26/09/2023 05:00:00,4.922,2.461,6.563,3.906,172
26/09/2023 06:00:00,4.922,2.461,5.625,4.063,176
26/09/2023 07:00:00,4.688,2.227,5.391,4.375,173
26/09/2023 08:00:00,4.805,2.461,6.680,3.750,176
26/09/2023 09:00:00,5.039,2.461,6.914,4.375,177
26/09/2023 10:00:00,5.391,2.344,6.797,4.219,181
26/09/2023 11:00:00,5.508,2.109,6.797,3.594,184
26/09/2023 12:00:00,5.625,1.875,6.211,3.438,180
26/09/2023 13:00:00,5.273,1.406,7.031,2.656,183
26/09/2023 14:00:00,5.273,1.406,7.266,2.813,177
26/09/2023 15:00:00,4.570,1.289,6.797,2.500,173
26/09/2023 16:00:00,4.336,1.523,5.156,2.188,170
26/09/2023 17:00:00,4.453,1.875,5.508,2.656,174
26/09/2023 19:00:00,4.336,1.758,5.273,2.656,179
26/09/2023 20:00:00,4.336,1.523,4.922,2.813,184
26/09/2023 21:00:00,4.336,1.523,4.805,2.500,187
26/09/2023 22:00:00,4.570,1.289,6.094,2.500,180
26/09/2023 23:00:00,4.688,1.172,6.445,1.875,188
27/09/2023 00:00:00,4.805,0.938,7.500,1.563,194
27/09/2023 01:00:00,5.039,0.938,6.914,1.563,194
27/09/2023 02:00:00,4.922,0.820,5.859,1.406,190
27/09/2023 03:00:00,4.453,0.938,5.508,1.563,188
27/09/2023 04:00:00,4.102,0.938,6.094,1.406,172
27/09/2023 05:00:00,3.750,1.055,3.750,1.563,165
27/09/2023 06:00:00,3.633,1.055,3.984,1.563,162
27/09/2023 07:00:00,3.633,1.172,4.336,1.563,152
27/09/2023 08:00:00,3.750,1.406,4.453,2.031,152
27/09/2023 09:00:00,4.102,1.641,4.453,2.813,153
27/09/2023 10:00:00,4.336,1.758,5.508,2.813,158
27/09/2023 11:00:00,4.688,1.992,5.859,3.125,153
27/09/2023 12:00:00,5.039,2.109,5.977,3.594,163
27/09/2023 13:00:00,5.391,2.344,7.031,4.063,160
27/09/2023 14:00:00,5.625,2.695,6.680,4.063,148
27/09/2023 15:00:00,5.742,3.047,7.500,5.000,152
27/09/2023 16:00:00,6.094,3.750,8.438,5.000,153
27/09/2023 17:00:00,6.094,3.750,8.555,5.625,163
27/09/2023 19:00:00,6.797,4.688,7.148,7.031,170
27/09/2023 20:00:00,7.266,4.805,8.203,6.406,169
27/09/2023 21:00:00,7.617,5.039,9.727,7.344,172
27/09/2023 22:00:00,7.383,4.336,11.836,7.656,183
27/09/2023 23:00:00,6.680,3.398,6.797,6.094,191
28/09/2023 00:00:00,7.266,3.164,12.656,5.156,186
28/09/2023 01:00:00,6.680,2.813,10.195,6.406,195
28/09/2023 02:00:00,6.563,2.461,10.195,4.688,200
28/09/2023 03:00:00,6.094,2.344,10.898,4.219,203
28/09/2023 04:00:00,5.742,2.109,9.727,3.906,193
28/09/2023 05:00:00,5.742,2.227,11.367,3.281,190
28/09/2023 06:00:00,5.625,2.578,5.508,3.750,180
28/09/2023 07:00:00,5.273,2.344,8.438,3.750,174
28/09/2023 08:00:00,5.039,2.109,8.320,3.281,174
28/09/2023 09:00:00,5.039,1.992,6.563,3.594,173
28/09/2023 10:00:00,5.039,2.109,7.031,3.281,172
28/09/2023 11:00:00,5.508,2.109,6.914,3.281,172
28/09/2023 12:00:00,5.508,1.992,10.547,3.125,176
28/09/2023 13:00:00,5.742,1.875,6.563,2.969,179
28/09/2023 14:00:00,6.094,2.227,7.148,2.969,174
28/09/2023 15:00:00,6.211,2.578,6.211,3.281,179
28/09/2023 16:00:00,6.094,2.578,7.148,4.063,180
28/09/2023 17:00:00,5.508,2.461,7.266,4.844,172
28/09/2023 19:00:00,4.922,2.461,6.094,4.531,170
28/09/2023 20:00:00,4.688,1.992,6.563,3.750,174
28/09/2023 21:00:00,4.688,1.641,5.625,2.969,174
28/09/2023 22:00:00,4.570,1.406,5.039,2.656,176
28/09/2023 23:00:00,4.453,1.406,6.445,2.656,186
29/09/2023 00:00:00,4.336,1.172,9.023,2.656,204
29/09/2023 01:00:00,4.219,1.172,4.336,1.875,231
29/09/2023 02:00:00,4.453,1.172,5.625,1.875,222
29/09/2023 03:00:00,4.570,1.289,5.977,2.031,235
29/09/2023 04:00:00,4.453,1.289,5.508,2.031,235
29/09/2023 05:00:00,4.570,1.406,5.273,2.031,231
29/09/2023 06:00:00,4.219,1.406,4.805,2.344,217
29/09/2023 07:00:00,4.102,1.523,4.805,2.188,226
29/09/2023 08:00:00,4.219,1.641,4.570,2.344,238
29/09/2023 09:00:00,4.102,1.523,4.453,2.188,242
29/09/2023 10:00:00,4.102,1.406,4.570,2.344,238
29/09/2023 11:00:00,3.984,1.406,5.156,2.188,240
29/09/2023 12:00:00,4.102,1.289,5.273,2.344,233
29/09/2023 13:00:00,4.102,1.172,4.688,2.031,221
29/09/2023 14:00:00,4.336,1.055,4.922,1.719,225
29/09/2023 15:00:00,4.219,0.938,5.391,1.563,236
29/09/2023 16:00:00,4.336,0.938,5.039,1.563,226
29/09/2023 17:00:00,4.219,0.938,4.805,1.406,214
29/09/2023 18:00:00,3.984,1.055,4.805,1.406,197
29/09/2023 19:00:00,3.867,1.055,4.219,1.719,190
29/09/2023 20:00:00,3.984,1.055,6.680,1.563,181
29/09/2023 21:00:00,3.867,0.938,4.336,1.563,184
29/09/2023 22:00:00,4.102,1.055,5.859,1.563,174
29/09/2023 23:00:00,4.453,1.055,5.742,1.719,174
30/09/2023 00:00:00,4.805,1.055,7.734,1.719,176
30/09/2023 01:00:00,4.922,0.938,8.789,1.719,187
30/09/2023 02:00:00,4.922,0.820,6.094,1.406,188
30/09/2023 03:00:00,5.156,0.703,8.906,1.094,184
30/09/2023 04:00:00,5.156,0.703,6.445,0.938,174
30/09/2023 05:00:00,5.156,0.703,8.086,1.094,173
30/09/2023 06:00:00,4.922,0.586,4.688,1.094,173
30/09/2023 07:00:00,4.688,0.586,5.273,0.938,149
30/09/2023 08:00:00,4.102,0.703,4.453,1.094,150
30/09/2023 09:00:00,3.984,0.703,6.563,1.094,163
30/09/2023 10:00:00,3.867,0.820,7.383,1.094,148
30/09/2023 11:00:00,4.102,0.938,4.336,1.406,158
30/09/2023 12:00:00,3.633,1.055,6.563,1.250,156
30/09/2023 13:00:00,3.984,1.172,4.453,1.563,172
30/09/2023 14:00:00,4.688,1.406,5.039,2.188,173
30/09/2023 15:00:00,4.922,1.406,5.508,2.188,177
30/09/2023 16:00:00,5.273,1.641,6.680,2.344,176
30/09/2023 17:00:00,5.156,1.758,6.094,2.500,174
30/09/2023 19:00:00,4.570,1.875,5.859,3.125,169
30/09/2023 20:00:00,4.453,1.992,5.625,3.125,167
30/09/2023 21:00:00,4.922,2.227,6.328,3.281,170
30/09/2023 22:00:00,4.805,1.992,6.680,3.125,169
30/09/2023 23:00:00,4.922,1.992,5.977,3.438,172
01/10/2023 00:00:00,4.922,1.992,7.383,2.969,176
01/10/2023 01:00:00,5.039,1.758,5.508,3.125,174
01/10/2023 02:00:00,5.273,1.523,6.445,2.813,183
01/10/2023 03:00:00,5.859,1.523,6.914,2.656,190
01/10/2023 04:00:00,5.508,1.406,5.742,2.500,193
01/10/2023 05:00:00,5.273,1.289,6.328,1.875,191
01/10/2023 06:00:00,5.039,1.289,6.445,2.188,184
01/10/2023 07:00:00,4.453,1.289,5.391,2.500,166
01/10/2023 08:00:00,4.219,1.406,5.625,2.188,163
01/10/2023 09:00:00,4.219,1.523,4.805,2.344,163
01/10/2023 10:00:00,4.336,1.406,4.570,2.188,166
01/10/2023 11:00:00,4.219,1.172,4.336,2.188,167
01/10/2023 12:00:00,4.453,1.055,6.797,1.875,167
01/10/2023 13:00:00,4.688,0.938,7.734,1.563,169
01/10/2023 14:00:00,4.922,0.820,8.672,1.406,165
01/10/2023 15:00:00,4.922,0.703,8.672,1.406,184
01/10/2023 16:00:00,4.922,0.703,7.617,1.094,191
01/10/2023 17:00:00,4.570,0.586,7.031,1.250,187
01/10/2023 19:00:00,4.219,0.703,6.328,1.094,174
01/10/2023 20:00:00,3.867,0.820,3.633,1.094,159
01/10/2023 21:00:00,3.633,0.820,5.977,1.094,156
01/10/2023 22:00:00,3.750,0.938,4.336,1.563,159
01/10/2023 23:00:00,3.750,0.938,4.102,1.406,167
02/10/2023 00:00:00,3.984,0.820,4.102,1.250,166
02/10/2023 01:00:00,4.102,0.703,4.570,1.250,165
02/10/2023 02:00:00,3.984,0.703,5.977,1.094,176
02/10/2023 03:00:00,3.750,0.703,3.398,0.938,210
02/10/2023 04:00:00,3.750,0.703,3.633,1.406,224
02/10/2023 05:00:00,3.984,0.586,7.031,1.094,212
02/10/2023 06:00:00,3.867,0.586,3.516,1.094,207
02/10/2023 07:00:00,3.750,0.586,4.805,0.938,187
02/10/2023 08:00:00,3.398,0.703,2.695,0.938,173
02/10/2023 09:00:00,3.398,0.703,3.281,0.938,170
02/10/2023 10:00:00,3.281,0.703,5.625,1.094,163
02/10/2023 11:00:00,3.281,0.703,3.750,1.094,172
02/10/2023 12:00:00,3.398,0.586,3.047,1.094,180
02/10/2023 13:00:00,3.281,0.586,5.977,0.938,177
02/10/2023 14:00:00,3.398,0.703,4.570,0.938,174
02/10/2023 15:00:00,3.750,0.703,3.164,1.094,184
02/10/2023 16:00:00,4.219,0.586,3.867,0.938,198
02/10/2023 17:00:00,4.453,0.703,5.156,0.938,201
02/10/2023 19:00:00,3.984,0.703,4.453,0.938,188
02/10/2023 20:00:00,3.398,0.703,3.750,1.094,165
02/10/2023 21:00:00,3.281,0.703,3.281,1.094,165
02/10/2023 22:00:00,3.281,0.586,3.984,0.938,167
02/10/2023 23:00:00,3.281,0.586,5.391,1.406,208
03/10/2023 00:00:00,3.164,0.586,5.625,0.938,236
03/10/2023 01:00:00,3.164,0.586,3.516,0.938,239
03/10/2023 02:00:00,3.281,0.703,3.984,0.938,249
03/10/2023 03:00:00,3.398,0.938,3.398,1.250,256
03/10/2023 04:00:00,3.633,0.938,3.633,1.250,255
03/10/2023 05:00:00,3.750,0.938,3.750,1.563,255
03/10/2023 06:00:00,3.867,0.938,4.102,1.719,253
03/10/2023 07:00:00,3.984,1.172,4.336,1.719,250
03/10/2023 08:00:00,3.984,1.406,4.453,2.500,245
03/10/2023 09:00:00,4.102,1.523,4.805,2.500,246
03/10/2023 10:00:00,3.984,1.406,4.570,2.500,252
03/10/2023 11:00:00,4.102,1.406,4.219,2.188,259
03/10/2023 12:00:00,4.102,1.406,4.336,2.500,252
03/10/2023 13:00:00,3.984,1.289,4.453,2.031,262
03/10/2023 14:00:00,3.867,1.289,4.688,1.875,259
03/10/2023 15:00:00,3.867,1.172,4.453,1.875,259
03/10/2023 16:00:00,3.867,1.172,3.867,1.719,259
03/10/2023 17:00:00,3.867,1.055,3.984,1.719,257
03/10/2023 18:00:00,3.867,1.055,3.984,1.719,260
03/10/2023 19:00:00,3.984,1.172,4.570,1.719,262
03/10/2023 20:00:00,3.984,1.172,4.453,1.875,240
03/10/2023 21:00:00,3.867,1.172,4.219,2.031,239
03/10/2023 22:00:00,3.867,1.289,3.984,1.719,228
03/10/2023 23:00:00,3.750,1.289,3.867,2.031,215
04/10/2023 00:00:00,3.867,1.289,4.570,2.188,214
04/10/2023 01:00:00,3.750,1.289,4.453,2.031,215
04/10/2023 02:00:00,3.984,1.289,4.336,1.875,214
04/10/2023 03:00:00,3.984,1.289,4.453,1.875,215
04/10/2023 04:00:00,4.102,1.172,4.453,1.875,208
04/10/2023 05:00:00,4.336,1.289,4.453,2.031,211
04/10/2023 06:00:00,4.570,1.172,5.508,1.875,208
04/10/2023 07:00:00,4.688,1.289,5.508,2.031,200
04/10/2023 08:00:00,4.453,1.406,5.039,2.188,191
04/10/2023 09:00:00,4.336,1.523,5.273,2.344,187
04/10/2023 10:00:00,4.102,1.523,4.570,2.813,188
04/10/2023 11:00:00,4.102,1.641,4.805,2.813,180
04/10/2023 12:00:00,4.219,1.641,4.570,2.344,177
04/10/2023 13:00:00,3.984,1.406,5.039,2.500,183
04/10/2023 14:00:00,3.984,1.406,4.570,2.813,194
04/10/2023 15:00:00,4.219,1.406,4.570,2.656,197
04/10/2023 16:00:00,4.219,1.406,4.805,2.813,207
04/10/2023 17:00:00,4.453,1.289,4.922,2.031,203
04/10/2023 19:00:00,4.805,1.172,5.977,2.188,200
04/10/2023 20:00:00,4.688,1.289,5.625,2.031,183
04/10/2023 21:00:00,4.570,1.523,5.391,2.188,179
04/10/2023 22:00:00,4.336,1.523,5.977,2.500,180
04/10/2023 23:00:00,4.453,1.641,5.859,2.656,176
05/10/2023 00:00:00,4.102,1.641,4.805,2.656,174
