Date,Wave Perid,Sig Wave Height,Max Wave Period,Max Wave Height,Mean Wave Dir
21/09/2023 00:00:00,7.148,3.516,8.438,6.719,269
21/09/2023 01:00:00,7.266,3.281,11.719,5.469,264
21/09/2023 02:00:00,6.914,3.398,11.719,5.156,259
21/09/2023 03:00:00,6.797,2.930,10.313,5.469,263
21/09/2023 04:00:00,6.914,3.164,9.609,5.625,248
21/09/2023 05:00:00,6.914,3.281,9.609,4.531,253
21/09/2023 06:00:00,7.031,3.398,9.023,5.000,264
21/09/2023 07:00:00,7.266,3.516,9.727,5.313,267
21/09/2023 08:00:00,7.031,3.398,10.078,5.000,274
21/09/2023 09:00:00,7.266,3.633,10.547,6.094,298
21/09/2023 10:00:00,7.031,3.750,9.727,5.938,301
21/09/2023 11:00:00,7.617,3.867,10.078,5.938,312
21/09/2023 12:00:00,7.383,3.516,10.430,5.625,312
21/09/2023 13:00:00,7.969,3.984,9.023,5.781,309
21/09/2023 14:00:00,7.852,3.750,11.016,6.094,298
21/09/2023 15:00:00,7.617,3.633,9.961,5.938,298
21/09/2023 16:00:00,7.500,3.516,10.664,6.250,305
21/09/2023 17:00:00,7.852,3.867,11.016,5.781,280
21/09/2023 19:00:00,7.383,3.867,9.375,5.938,315
21/09/2023 20:00:00,7.734,4.102,10.547,6.719,325
21/09/2023 21:00:00,7.734,4.453,9.844,6.406,333
21/09/2023 22:00:00,7.852,4.688,9.727,6.250,332
21/09/2023 23:00:00,7.969,4.570,9.492,7.969,336
22/09/2023 00:00:00,7.852,4.805,10.430,7.031,342
22/09/2023 01:00:00,7.969,4.805,11.250,7.969,339
22/09/2023 02:00:00,8.438,5.391,11.602,8.594,340
22/09/2023 03:00:00,8.086,4.805,12.188,7.656,347
22/09/2023 04:00:00,8.203,5.039,10.313,7.813,343
22/09/2023 05:00:00,8.203,5.039,13.477,7.969,343
22/09/2023 06:00:00,8.203,5.273,10.313,9.063,342
22/09/2023 07:00:00,8.086,5.156,11.133,7.813,339
22/09/2023 08:00:00,8.086,5.156,9.258,8.125,342
22/09/2023 09:00:00,8.203,5.273,10.313,7.969,342
22/09/2023 10:00:00,7.969,5.039,10.781,7.344,345
22/09/2023 11:00:00,7.500,4.688,10.664,7.656,345
22/09/2023 12:00:00,7.852,4.805,9.258,7.344,349
22/09/2023 13:00:00,7.734,4.453,7.734,9.375,350
22/09/2023 14:00:00,7.852,4.688,11.602,6.719,347
22/09/2023 15:00:00,8.086,4.922,9.023,8.594,353
22/09/2023 16:00:00,7.734,4.453,9.609,7.344,343
22/09/2023 17:00:00,7.852,4.102,9.492,7.188,352
22/09/2023 19:00:00,7.969,4.102,9.141,7.031,350
22/09/2023 20:00:00,7.734,3.867,10.195,6.719,349
22/09/2023 21:00:00,7.500,3.633,8.672,7.500,350
22/09/2023 22:00:00,7.734,3.750,9.844,6.094,352
22/09/2023 23:00:00,8.086,3.867,11.016,6.719,356
23/09/2023 00:00:00,7.500,3.633,9.844,5.781,356
23/09/2023 01:00:00,7.500,3.281,9.492,5.000,353
23/09/2023 02:00:00,7.617,3.516,10.430,5.156,352
23/09/2023 03:00:00,7.500,3.281,9.844,5.938,353
23/09/2023 04:00:00,7.969,3.398,10.078,5.469,1
23/09/2023 05:00:00,7.734,3.047,9.844,5.313,6
23/09/2023 06:00:00,7.734,2.813,9.375,4.844,6
23/09/2023 07:00:00,7.734,2.695,9.375,4.219,1
23/09/2023 08:00:00,6.680,2.578,7.969,4.531,6
23/09/2023 09:00:00,6.211,2.344,10.313,3.906,14
23/09/2023 10:00:00,5.508,2.344,11.133,3.438,18
23/09/2023 11:00:00,5.625,2.461,9.258,3.750,52
23/09/2023 12:00:00,5.391,2.461,6.445,3.906,108
23/09/2023 13:00:00,5.508,2.695,8.789,3.750,110
23/09/2023 14:00:00,5.508,2.695,6.914,4.063,131
23/09/2023 15:00:00,5.625,2.930,6.328,4.531,135
23/09/2023 16:00:00,5.742,3.164,6.211,4.531,131
23/09/2023 17:00:00,5.742,3.164,7.383,6.094,145
23/09/2023 19:00:00,5.977,3.398,6.563,5.625,170
23/09/2023 20:00:00,6.211,3.398,7.500,5.313,181
23/09/2023 21:00:00,6.445,3.398,7.383,5.313,193
23/09/2023 22:00:00,6.680,3.398,8.438,5.000,190
23/09/2023 23:00:00,6.563,3.164,10.898,4.688,197
24/09/2023 00:00:00,6.680,2.930,9.023,5.156,198
24/09/2023 01:00:00,7.383,3.398,9.141,4.688,214
24/09/2023 02:00:00,7.148,3.164,13.008,4.688,217
24/09/2023 03:00:00,7.852,3.633,15.938,6.094,229
24/09/2023 04:00:00,8.555,4.102,15.586,5.938,233
