Date,Wave Perid,Sig Wave Height,Max Wave Period,Max Wave Height,Mean Wave Dir
29/09/2023 09:00:00,7.617,3.750,7.969,5.781,277
29/09/2023 10:00:00,7.500,3.750,9.258,5.156,281
29/09/2023 11:00:00,7.500,3.750,9.961,5.938,273
29/09/2023 12:00:00,7.500,3.984,10.898,5.625,277
29/09/2023 13:00:00,6.914,3.750,8.203,5.938,274
29/09/2023 14:00:00,6.914,3.398,9.023,5.469,267
29/09/2023 15:00:00,7.031,3.164,8.086,5.313,270
29/09/2023 16:00:00,7.031,3.047,8.086,6.094,267
29/09/2023 17:00:00,7.617,3.281,8.906,4.844,270
29/09/2023 18:00:00,7.617,2.930,9.141,5.000,273
29/09/2023 19:00:00,7.383,2.461,9.609,4.688,267
29/09/2023 20:00:00,7.969,2.578,9.961,4.063,266
29/09/2023 21:00:00,8.086,2.695,8.320,5.313,263
29/09/2023 22:00:00,8.086,2.813,10.195,3.750,269
29/09/2023 23:00:00,8.320,2.813,10.078,5.156,271
30/09/2023 00:00:00,7.852,2.695,9.961,4.375,277
30/09/2023 01:00:00,7.617,2.813,10.430,4.375,273
30/09/2023 02:00:00,6.914,2.578,9.375,5.469,264
30/09/2023 03:00:00,6.680,2.695,8.789,4.844,262
30/09/2023 04:00:00,6.445,2.695,7.500,4.688,262
30/09/2023 05:00:00,6.211,2.461,9.141,4.063,255
30/09/2023 06:00:00,5.859,2.227,10.430,3.594,235
30/09/2023 07:00:00,6.094,2.227,8.203,3.438,232
30/09/2023 08:00:00,5.508,2.109,10.078,3.438,197
30/09/2023 09:00:00,5.508,2.344,6.797,3.281,195
30/09/2023 10:00:00,5.508,2.461,7.266,3.281,190
30/09/2023 11:00:00,5.742,2.813,7.383,4.063,195
30/09/2023 12:00:00,5.977,3.164,8.086,5.313,194
30/09/2023 13:00:00,6.211,3.281,7.969,5.000,195
30/09/2023 14:00:00,6.328,3.398,9.141,5.313,200
30/09/2023 15:00:00,6.445,3.516,8.203,6.719,203
30/09/2023 16:00:00,6.445,3.281,7.969,5.625,203
30/09/2023 17:00:00,6.445,3.164,7.031,5.000,195
30/09/2023 19:00:00,6.797,3.164,8.906,5.313,211
30/09/2023 20:00:00,6.563,2.930,8.672,5.625,215
30/09/2023 21:00:00,6.797,2.930,8.320,4.531,215
30/09/2023 22:00:00,6.680,2.813,7.734,5.156,214
30/09/2023 23:00:00,6.797,2.813,7.617,4.219,208
01/10/2023 00:00:00,6.445,2.695,8.320,4.375,217
01/10/2023 01:00:00,6.211,2.578,8.320,5.000,212
01/10/2023 02:00:00,6.094,2.461,8.086,5.156,215
01/10/2023 03:00:00,5.859,2.344,7.852,3.906,215
01/10/2023 04:00:00,5.859,2.227,8.906,3.750,218
01/10/2023 05:00:00,5.977,2.227,8.906,3.594,219
01/10/2023 06:00:00,6.094,2.344,5.977,3.438,221
01/10/2023 07:00:00,6.328,2.344,8.086,3.750,229
01/10/2023 08:00:00,6.094,2.227,8.438,3.594,236
01/10/2023 09:00:00,6.211,2.461,9.609,3.438,243
01/10/2023 10:00:00,6.445,2.461,7.383,3.906,248
01/10/2023 11:00:00,6.445,2.461,7.617,4.063,245
01/10/2023 12:00:00,6.445,2.344,8.320,4.531,248
01/10/2023 13:00:00,6.445,2.344,6.680,3.906,248
01/10/2023 14:00:00,6.211,2.344,6.328,3.594,246
01/10/2023 15:00:00,6.445,2.344,8.438,3.594,255
01/10/2023 16:00:00,6.211,2.109,8.906,3.906,256
01/10/2023 17:00:00,6.328,2.227,8.086,3.594,253
01/10/2023 19:00:00,6.914,2.227,8.906,3.125,253
01/10/2023 20:00:00,7.266,2.344,9.609,3.906,264
01/10/2023 21:00:00,7.031,2.344,9.609,3.750,256
01/10/2023 22:00:00,7.266,2.461,8.438,4.375,262
01/10/2023 23:00:00,6.797,2.344,9.609,4.063,269
02/10/2023 00:00:00,6.680,2.344,8.438,3.906,267
02/10/2023 01:00:00,6.914,2.813,7.852,4.375,270
02/10/2023 02:00:00,6.680,2.578,7.734,4.219,267
02/10/2023 03:00:00,6.680,2.695,9.375,4.688,274
02/10/2023 04:00:00,6.914,2.930,9.375,4.375,270
02/10/2023 05:00:00,6.914,2.813,11.836,4.375,274
02/10/2023 06:00:00,7.383,2.695,9.023,5.156,277
02/10/2023 07:00:00,8.203,3.047,11.836,4.688,277
02/10/2023 08:00:00,8.320,3.047,11.719,4.844,273
02/10/2023 09:00:00,9.141,3.516,10.430,4.531,276
02/10/2023 10:00:00,8.906,3.164,12.070,5.625,276
02/10/2023 11:00:00,9.375,3.633,10.898,5.625,276
02/10/2023 12:00:00,9.141,3.750,11.836,7.500,277
02/10/2023 13:00:00,8.789,3.516,11.484,6.250,281
02/10/2023 14:00:00,8.789,3.984,13.008,6.719,285
02/10/2023 15:00:00,8.789,4.219,10.430,6.094,285
02/10/2023 16:00:00,8.555,4.336,10.664,7.188,291
02/10/2023 17:00:00,8.320,4.102,9.375,6.719,290
02/10/2023 19:00:00,7.852,3.047,9.727,5.781,293
02/10/2023 20:00:00,7.734,3.047,10.898,5.000,290
02/10/2023 21:00:00,7.969,3.047,10.898,5.156,287
02/10/2023 22:00:00,7.266,2.695,11.250,4.688,288
02/10/2023 23:00:00,7.734,2.813,10.664,4.219,287
03/10/2023 00:00:00,7.266,2.695,11.367,4.375,287
03/10/2023 01:00:00,7.266,2.695,11.133,4.219,290
03/10/2023 02:00:00,7.031,2.813,12.422,4.219,294
03/10/2023 03:00:00,6.445,2.813,8.789,4.375,295
03/10/2023 04:00:00,6.328,2.930,8.438,4.688,295
03/10/2023 05:00:00,6.211,3.047,9.961,4.375,301
03/10/2023 06:00:00,6.328,3.281,8.672,4.063,300
03/10/2023 07:00:00,6.211,3.047,7.617,4.844,300
03/10/2023 08:00:00,6.094,3.047,7.383,4.844,295
03/10/2023 09:00:00,6.094,3.164,8.906,5.000,294
03/10/2023 10:00:00,6.563,3.164,7.734,5.781,291
03/10/2023 11:00:00,6.914,3.164,8.672,5.000,288
03/10/2023 12:00:00,6.797,3.047,8.203,5.156,288
03/10/2023 13:00:00,6.680,2.813,9.375,4.688,287
03/10/2023 14:00:00,6.797,2.930,8.672,4.688,287
03/10/2023 15:00:00,6.445,2.930,8.320,4.844,295
03/10/2023 16:00:00,6.680,3.047,10.547,5.156,297
03/10/2023 17:00:00,6.797,3.047,7.852,4.688,298
03/10/2023 18:00:00,6.211,2.813,8.320,5.156,295
03/10/2023 19:00:00,6.211,2.695,8.320,5.156,294
03/10/2023 20:00:00,6.211,2.695,7.734,4.219,288
03/10/2023 21:00:00,6.211,2.813,9.375,3.906,288
03/10/2023 22:00:00,6.445,2.813,8.789,4.063,288
03/10/2023 23:00:00,6.328,2.695,9.375,4.375,280
04/10/2023 00:00:00,6.328,2.813,9.258,4.063,281
04/10/2023 01:00:00,6.328,2.813,8.789,5.469,281
04/10/2023 02:00:00,6.445,2.813,9.258,4.219,280
04/10/2023 03:00:00,6.445,3.047,8.789,4.531,283
04/10/2023 04:00:00,6.094,2.695,7.500,4.375,285
04/10/2023 05:00:00,5.977,2.578,7.500,4.844,280
04/10/2023 06:00:00,5.859,2.695,7.969,4.375,276
04/10/2023 07:00:00,5.625,2.344,9.141,3.906,276
04/10/2023 08:00:00,5.859,2.461,7.734,4.219,274
04/10/2023 09:00:00,5.859,2.461,8.203,3.906,274
04/10/2023 10:00:00,6.328,2.930,8.672,4.063,280
04/10/2023 11:00:00,6.094,2.695,6.094,5.156,271
04/10/2023 12:00:00,6.211,2.578,8.789,4.531,280
04/10/2023 13:00:00,6.445,2.813,7.500,5.000,283
04/10/2023 14:00:00,6.094,2.578,8.438,4.375,276
04/10/2023 15:00:00,6.563,3.047,8.438,4.844,280
04/10/2023 16:00:00,6.328,3.047,8.320,5.000,278
04/10/2023 17:00:00,6.328,2.930,7.734,5.469,278
04/10/2023 19:00:00,5.859,2.461,8.555,3.906,269
04/10/2023 20:00:00,5.742,2.461,8.438,3.594,266
04/10/2023 21:00:00,5.742,2.344,8.203,4.219,253
04/10/2023 22:00:00,5.742,2.344,8.203,3.750,252
04/10/2023 23:00:00,5.977,2.461,8.438,3.594,252
05/10/2023 00:00:00,5.977,2.344,7.734,3.750,250
