time,Hs
2023-09-21T00:00:00Z,0.56545
2023-09-21T03:00:00Z,0.86016735
2023-09-21T06:00:00Z,0.9902799
2023-09-21T09:00:00Z,0.8210204
2023-09-21T12:00:00Z,0.7640445
2023-09-21T15:00:00Z,0.7305333300000001
2023-09-21T18:00:00Z,0.75798714
2023-09-21T21:00:00Z,0.9139178
2023-09-22T00:00:00Z,1.0868781
2023-09-22T03:00:00Z,1.2195736
2023-09-22T06:00:00Z,1.4125861
2023-09-22T09:00:00Z,1.7085051
2023-09-22T12:00:00Z,1.8781402
2023-09-22T15:00:00Z,1.9352706
2023-09-22T18:00:00Z,1.8831164
2023-09-22T21:00:00Z,1.7204356
2023-09-23T00:00:00Z,1.5191257
2023-09-23T03:00:00Z,1.3421102
2023-09-23T06:00:00Z,1.2101945
2023-09-23T09:00:00Z,1.1429935
2023-09-23T12:00:00Z,1.2811958
2023-09-23T15:00:00Z,1.7609636
2023-09-23T18:00:00Z,2.4172067999999998
2023-09-23T21:00:00Z,2.8357246
2023-09-24T00:00:00Z,2.5929218
2023-09-24T03:00:00Z,2.4364790000000003
2023-09-24T06:00:00Z,2.4342213
2023-09-24T09:00:00Z,2.7954328000000004
2023-09-24T12:00:00Z,3.3271024999999996
2023-09-24T15:00:00Z,4.1199327
2023-09-24T18:00:00Z,4.2336207
2023-09-24T21:00:00Z,3.6424877999999996
2023-09-25T00:00:00Z,3.3251465
2023-09-25T03:00:00Z,3.2526458
2023-09-25T06:00:00Z,3.2403605000000004
2023-09-25T09:00:00Z,3.1544285
2023-09-25T12:00:00Z,3.0783734999999997
2023-09-25T15:00:00Z,3.0068345
2023-09-25T18:00:00Z,2.9409204000000004
2023-09-25T21:00:00Z,2.9344678
2023-09-26T00:00:00Z,2.958602
2023-09-26T03:00:00Z,3.0275309999999998
2023-09-26T06:00:00Z,3.213386
2023-09-26T09:00:00Z,2.9818404000000003
2023-09-26T12:00:00Z,2.7271447
2023-09-26T15:00:00Z,2.711405
2023-09-26T18:00:00Z,2.504843
2023-09-26T21:00:00Z,2.2363676000000003
2023-09-27T00:00:00Z,2.02903
2023-09-27T03:00:00Z,2.0108913
2023-09-27T06:00:00Z,2.2305247
2023-09-27T09:00:00Z,2.7956043
2023-09-27T12:00:00Z,3.9403474999999997
2023-09-27T15:00:00Z,5.3367217
2023-09-27T18:00:00Z,6.617545000000001
2023-09-27T21:00:00Z,6.120841
2023-09-28T00:00:00Z,5.060766500000001
2023-09-28T03:00:00Z,4.2281225000000004
2023-09-28T06:00:00Z,3.4530387000000005
2023-09-28T09:00:00Z,3.023428
2023-09-28T12:00:00Z,2.7930687
2023-09-28T15:00:00Z,2.6213818
2023-09-28T18:00:00Z,2.4596298
2023-09-28T21:00:00Z,2.2457363
2023-09-29T00:00:00Z,2.1384236000000003
2023-09-29T03:00:00Z,2.0600712999999997
2023-09-29T06:00:00Z,2.0589868
2023-09-29T09:00:00Z,2.0709037
2023-09-29T12:00:00Z,2.0516702
2023-09-29T15:00:00Z,2.0264563
2023-09-29T18:00:00Z,1.9980836
2023-09-29T21:00:00Z,1.8965756
2023-09-30T00:00:00Z,1.7791012
2023-09-30T03:00:00Z,1.6854494
2023-09-30T06:00:00Z,1.6420890000000001
2023-09-30T09:00:00Z,1.6954638
2023-09-30T12:00:00Z,2.2055298
2023-09-30T15:00:00Z,2.8510146
2023-09-30T18:00:00Z,3.0045889
2023-09-30T21:00:00Z,2.8598964999999996
2023-10-01T00:00:00Z,2.59415
2023-10-01T03:00:00Z,2.4313776999999996
2023-10-01T06:00:00Z,2.1776438000000002
2023-10-01T09:00:00Z,1.9226158
2023-10-01T12:00:00Z,1.7439243
2023-10-01T15:00:00Z,1.628108
2023-10-01T18:00:00Z,1.5590816
2023-10-01T21:00:00Z,1.5033863
2023-10-02T00:00:00Z,1.4534298
2023-10-02T03:00:00Z,1.410745
2023-10-02T06:00:00Z,1.3766219
2023-10-02T09:00:00Z,1.3628453
2023-10-02T12:00:00Z,1.3558636
2023-10-02T15:00:00Z,1.3547101
2023-10-02T18:00:00Z,1.3386368
2023-10-02T21:00:00Z,1.3218087
2023-10-03T00:00:00Z,1.3932823
2023-10-03T03:00:00Z,1.5383507
2023-10-03T06:00:00Z,1.6137735
2023-10-03T09:00:00Z,1.7761307
2023-10-03T12:00:00Z,1.9264653
2023-10-03T15:00:00Z,2.0321015
2023-10-03T18:00:00Z,2.1081897
2023-10-03T21:00:00Z,2.081557
2023-10-04T00:00:00Z,1.8882722
